9.96404,76.40845, 
9.96404,76.40822, 
9.96405,76.40729, 
9.96426,76.40732, 
9.96434,76.40723, 
9.9646,76.40706, 
9.96515,76.4067, 
9.96517,76.40668, 
9.96552,76.40629, 
9.96555,76.40627, 
9.96574,76.40616, 
9.96577,76.40614, 
9.96587,76.40593, 
9.96597,76.40574, 
9.96601,76.4057, 
9.96607,76.40566, 
9.96614,76.40563, 
9.96637,76.4056, 
9.96673,76.40554, 
9.96726,76.40546, 
9.9676,76.40541, 
9.96769,76.40539, 
9.96777,76.40532, 
9.9678,76.40526, 
9.96782,76.40523, 
9.96783,76.40515, 
9.96784,76.4049, 
9.96784,76.40478, 
9.96785,76.40459, 
9.96786,76.40441, 
9.96787,76.4043, 
9.96789,76.40395, 
9.96792,76.40351, 
9.96798,76.40329, 
9.96802,76.40316, 
9.96805,76.40307, 
9.96806,76.40306, 
9.96827,76.40263, 
9.96838,76.40241, 
9.96838,76.4024, 
9.96849,76.40218, 
9.96859,76.40195, 
9.96861,76.40191, 
9.96867,76.40178, 
9.96872,76.40164, 
9.9688,76.4015, 
9.96905,76.40124, 
9.96914,76.40116, 
9.96919,76.40111, 
9.96938,76.40093, 
9.97024,76.40009, 
9.97076,76.39958, 
9.97078,76.39948, 
9.9708,76.39941, 
9.97088,76.39928, 
9.97109,76.39892, 
9.97119,76.3988, 
9.97125,76.39873, 
9.97147,76.39847, 
9.97176,76.3981, 
9.97177,76.3981, 
9.97195,76.39793, 
9.972,76.3979, 
9.97205,76.39788, 
9.97211,76.39786, 
9.9722,76.39786, 
9.97234,76.39787, 
9.97241,76.39786, 
9.97247,76.39796, 
9.97262,76.39811, 
9.97265,76.39813, 
9.97278,76.39823, 
9.97283,76.39826, 
9.97289,76.39827, 
9.97294,76.39827, 
9.97295,76.39827, 
9.97308,76.39822, 
9.9733,76.39809, 
9.97352,76.39796, 
9.97359,76.3979, 
9.97375,76.39778, 
9.97385,76.39771, 
9.97398,76.39766, 
9.97407,76.39767, 
9.97416,76.3977, 
9.97427,76.39776, 
9.97434,76.3978, 
9.97453,76.39791, 
9.9748,76.39806, 
9.97488,76.39812, 
9.97493,76.39814, 
9.97496,76.39816, 
9.97506,76.39818, 
9.97515,76.3982, 
9.97534,76.39821, 
9.97552,76.39819, 
9.97563,76.39817, 
9.97585,76.39811, 
9.97607,76.39811, 
9.97614,76.3981, 
9.97626,76.39809, 
9.97641,76.39813, 
9.97642,76.39813, 
9.97663,76.39819, 
9.97671,76.39822, 
9.97683,76.39826, 
9.97693,76.39828, 
9.9771,76.3983, 
9.97727,76.3983, 
9.9773,76.3983, 
9.97742,76.3983, 
9.97761,76.39831, 
9.97771,76.39832, 
9.97777,76.39834, 
9.97783,76.39836, 
9.97787,76.39839, 
9.97791,76.39842, 
9.97794,76.39845, 
9.97797,76.39848, 
9.97797,76.39849, 
9.9782,76.39888, 
9.97824,76.39883, 
9.97832,76.39878, 
9.97851,76.39872, 
9.97868,76.39868, 
9.9787,76.39867, 
9.97893,76.39861, 
9.97924,76.39857, 
9.97966,76.39842, 
9.97999,76.39826, 
9.98035,76.39809, 
9.98046,76.39803, 
9.98076,76.39786, 
9.98083,76.39783, 
9.98112,76.39766, 
9.9812,76.39759, 
9.98123,76.39754, 
9.98126,76.3974, 
9.98132,76.39723, 
9.98134,76.39714, 
9.98136,76.39699, 
9.98139,76.39687, 
9.98142,76.39669, 
9.98142,76.39668, 
9.98148,76.39657, 
9.98155,76.39649, 
9.98165,76.39644, 
9.98202,76.39635, 
9.98255,76.3963, 
9.98258,76.3963, 
9.98271,76.39622, 
9.98298,76.39604, 
9.983,76.39603, 
9.98317,76.39591, 
9.98343,76.39575, 
9.98363,76.39562, 
9.98377,76.39552, 
9.98378,76.39552, 
9.98387,76.39547, 
9.98392,76.39541, 
9.98393,76.3954, 
9.98399,76.39532, 
9.98407,76.39517, 
9.98417,76.39507, 
9.98431,76.39558, 
9.98435,76.39568, 
9.98447,76.39606, 
9.98448,76.39609, 
9.98454,76.39623, 
9.98459,76.39636, 
9.98468,76.39648, 
9.98481,76.39661, 
9.98486,76.39665, 
9.98493,76.3967, 
9.98522,76.39683, 
9.98556,76.39694, 
9.98575,76.39701, 
9.98586,76.39706, 
9.98602,76.39711, 
9.98624,76.3972, 
9.98632,76.39723, 
9.98686,76.39748, 
9.98687,76.39748, 
9.98688,76.39748, 
9.98719,76.39765, 
9.98721,76.39766, 
9.98738,76.39775, 
9.98761,76.39793, 
9.98766,76.39797, 
9.98788,76.39813, 
9.988,76.3982, 
9.98811,76.39828, 
9.98825,76.39838, 
9.98831,76.39844, 
